nr,call,startdate,enddate,qth
1592,LZ1KZX,20121120,20140101,BULGARIA
1593,W6BP,20121120,,CA
1594,T6MH,20121124,,AE
1595,NF9K,20121126,,IN
1596,K7JJ,20121205,,OR
1597,KJ4LEC,20121222,,TN
1598,AC0TP,20121222,,KS
1599,N2KBK,20121227,,FL
1600,NA4EA,20121227,,NC
1601,KC0OIO,20121230,,MN
1602,N7WE,20130101,,FL
1603,W4SDJ,20130102,,NC
1604,K9DWR,20130102,,IL
1605,K8FER,20130102,,WV
1606,F6GCI,20130103,,FRANCE
1607,OE3DXA,20130103,,AUSTRIA
1608,KI4FW,20130104,,VA
1609,KC4OBB,20130104,,NC
1610,OM3PR,20130104,,SLOVAK REP
1611,W9SMR,20130104,,FL
1612,K5TLJ,20130106,,AR
1613,AE0MT,20130106,,MN
1614,W1EHQ,20130106,,MA
1615,KF8MZ,20130106,,OH
1616,WB5CXC,20130107,,TX
1617,KB8KOJ,20130107,,OH
1618,F4GWY,20130108,,FRANCE
1619,AC2FA,20130109,,NY
1620,KC9UR,20130109,,IN
1621,AK4VL,20130110,,NC
1622,N9TX,20130111,,TX
1623,N2TAO,20130116,,GA
1624,K0STK,20130117,,ND
1625,MW0WYN,20130117,,WALES
1626,LU1DA,20130121,,ARGENTINA
1627,WD4DIY,20130125,,NC
1628,SP9XU,20130126,,POLAND
1629,G4TZX,20130127,,ENGLAND
1630,K3URT,20130128,,PA
1631,KB8RTB,20130130,,OH
1632,GW1IOT,20130204,,WALES
1633,WV2M,20130204,,PA
1634,KD6CJI,20130204,,CA
1635,KK4HEG,20130208,,NC
1636,VA6JB,20130214,20181106,CANADA
1637,NP3T,20130216,,PR
1638,N2WKL,20130216,,FL
1639,K8EEE,20130222,,OH
1640,VE3VID,20130223,,CANADA
1641,AE7IH,20130224,,AZ
1642,KJ4RKB,20130227,,AL
1643,VA2DXZ,20130301,,CANADA
1644,AB3LZ,20130302,,PA
1645,WA4VGZ,20130302,,TN
1646,2M0BVN,20130303,,SCOTLAND
1647,LU5DQ,20130303,,ARGENTINA
1648,MM0LGS,20130304,,SCOTLAND
1649,KA4OIL,20130306,,KY
1650,LU8DY,20130308,,ARGENTINA
1651,F1GRH,20130313,,FRANCE
1652,OM7AX,20130316,,SLOVAK REP
1653,AC0XB,20130317,,MN
1654,W5DKD,20130318,,TX
1655,K6VIB,20130318,,OR
1656,KG7AV,20130320,,OR
1657,NU4N,20130320,,KY
1658,KJ4ING,20130324,,TN
1659,WA9ADT,20130325,,IL
1660,LZ2HT,20130325,,BULGARIA
1661,WA3MEZ,20130328,,MD
1662,N7IY,20130330,,OR
1663,LZ1BY,20130401,,BULGARIA
1664,SV3QUQ,20130402,,GREECE
1665,W7BIG,20130403,,CA
1666,K4EZD,20130403,,VA
1667,WH7GG,20130407,,HI
1668,K7RFW,20130410,,UT
1669,N2VWP,20130411,,NJ
1670,PA3EEG,20130414,,THE NETHERLANDS
1671,3A2MW,20130415,,MONACO
1672,EA8MT,20130415,,GRAN CANARIA IS
1673,W3WMU,20130426,,MS
1674,IK4SXH,20130508,,ITALY
1675,PR8EP,20130511,,BRAZIL
1676,A61DJ,20130515,,UAE
1677,KF5GTX,20130527,,OK
1678,N7WU,20130527,,AZ
1679,W4VKD,20130527,,RI
1680,KA6JLT,20130527,,NV
1681,VE2PTB,20130527,,CANADA
1682,KE7CDD,20130527,,OR
1683,N3LKZ,20130527,,FL
1684,WD7WW,20130527,,AZ
1685,WA1PCY,20130527,,NJ
1686,WY1C,20130528,,KS
1687,NS2X,20130603,,TN
1688,N4GBK,20130605,,NC
1689,KK4IAJ,20130609,,GA
1690,N8YQX,20130609,,MI
1691,K7FJM,20130609,,UT
1692,KB3RAN,20130610,,MD
1693,N9UKE,20130612,,IN
1694,IW1GMD,20130616,,ITALY
1695,AF5BV,20130617,,TX
1696,KB1TJC,20130617,,CT
1697,OK1KM,20130619,,CZECH REP
1698,N4TPA,20130619,,FL
1699,SA7BXU,20130622,,SWEDEN
1700,KP3ER,20130705,,PR
1701,KE4JB,20130707,,GA
1702,KK7UF,20130707,,WA
1703,NA1SA,20130707,,PA
1704,OK1FGD,20130726,,CZECH REP
1705,KE5SUE,20130730,,AR
1706,WB8UUJ,20130810,,MI
1707,OK2RO,20130814,,CZECH REP
1708,AK4MK,20130820,,GA
1709,KD0JCJ,20130821,,AZ
1710,N5TEA,20130822,,OK
1711,W5RGM,20130825,,LA
1712,OK1AKU,20130827,,CZECH REP
1713,W2ECK,20130919,,GA
1714,LU6XQB,20130925,,ARGENTINA
1715,NA4SO,20130928,,GA
1716,K7EMR,20131011,,WY
1717,KG7BFP,20131106,,MT
1718,W9NED,20131126,,IN
1719,IZ1TTR,20131130,,ITALY
1720,N9TBD,20131202,,IL
1721,AC7JM,20131208,,AZ
1722,K1REZ,20131215,,MS
1723,F4GVZ,20131215,,FRANCE
1724,AF5FH,20131217,,NM
1725,W2DEN,20131217,,FL
1726,OK1VP,20131227,,CZECH REP
1727,KB5WRK,20131227,,TX
1728,OK1SLA,20131229,,CZECH REP
1729,OO2T,20131231,,BELGIUM
1730,N1DN,20140102,,CT
1731,OE3MPB,20140106,,AUSTRIA
1732,WM9F,20140106,,MO
1733,K6ATZ,20140106,,CA
1734,W1ZU,20140106,,VT
1735,VA2JPI,20140108,,CANADA
1736,NZ1Q,20140108,,FL
1737,OM3PQ,20140111,,SLOVAK REP
1738,WA3GM,20140114,,PA
1739,K7PAX,20140114,,WA
1740,G7FGA,20140114,,UK
1741,K6PBF,20140116,,CA
1742,N4VUG,20140118,,NC
1743,KF5PDM,20140121,,TX
1744,KV4RH,20140121,,SC
1745,KD5LCP,20140122,,LA
1746,K4LEA,20140125,,SC
1747,K5ABQ,20140125,,NM
1748,KF5OEB,20140127,20200622,TX
1749,N7SCT,20140129,,UT
1750,VA7AQ,20140208,,CANADA
1751,N8FLW,20140212,,OH
1752,KJ4ZNK,20140214,,GA
1753,W3GXV,20140216,,FL
1754,K8BHK,20140217,,MI
1755,N4DAB,20140226,,FL
1756,AA2IL,20140228,,CA
1757,2E0YDT,20140307,,ENGLAND
1758,W9ZZ,20140308,,CA
1759,N5YHM,20140311,,LA
1760,WJ5TX,20140319,,TX
1761,ES7FU,20140319,,ESTONIA
1762,K3AKE,20140319,,MD
1763,VE3LTN,20140319,,CANADA
1764,KK4BKP,20140319,,CT
1765,WF5J,20140319,,TX
1766,KD0OIX,20140319,,KS
1767,KG7FXT,20140321,,AZ
1768,AB3EH,20140325,,PA
1769,R6KEE,20140325,,Republic of Crimea
1770,W5CWT,20140329,,TX
1771,KC0JQO,20140404,,MN
1772,W5UY,20140404,,NM
1773,AA7WB,20140404,,NV
1774,KJ6HT,20140405,,CA
1775,KM5LY,20140408,,TX
1776,KJ4CMA,20140414,,VA
1777,W8WV,20140421,,WV
1778,KG7BAN,20140422,,AZ
1779,WV4O,20140425,,KY
1780,CX1FU,20140430,,Uruguay
1781,PA3N,20140509,,Netherlands
1782,IV3XUX,20140519,20180612,Italy
1783,W4WLC,20140528,,FL
1784,WY6Q,20140528,,CA
1785,K7DTB,20140528,,AZ
1786,K8OSF,20140528,,NC
1787,KE5IRK,20140528,,OK
1788,K7XFM,20140528,,AZ
1789,KG6NFJ,20140528,,OH
1790,WA1HGS,20140528,,MD
1791,K0RQ,20140529,,ND
1792,KJ6GHN,20140529,,NJ
1793,N9RWC,20140529,,IL
1794,KD0RII,20140603,,KS
1795,K2ZC,20140603,,NJ
1796,WB7UZO,20140603,,WA
1797,NA8W,20140604,,OH
1798,WA6OWM,20140604,,CA
1799,N0HIU,20140613,,KS
1800,BG4DRL,20140614,,China
1801,W5XIT,20140615,,OK
1802,WA9KTT,20140620,,CA
1803,DK6WH,20140622,,Germany
1804,W9EBV,20140625,,WI
1805,DM1RTZ,20140626,20191027,Germany
1806,KC9UMP,20140626,,IN
1807,F1IWH,20140627,,France
1808,K9ATI,20140701,,IL
1809,KB3ZNL,20140703,,MD
1810,KK4HGY,20140705,,FL
1811,K5MKS,20140705,,TX
1812,AA9DL,20140710,,IN
1813,N3IJW,20140712,,VA
1814,DO2MPS,20140713,,Germany
1815,W5TMP,20140715,,LA
1816,EA8CNR,20140725,,Gran Canaria (Canary Islands)
1817,K4KRK,20140726,,KY
1818,K4ARS,20140727,20160107,FL
1819,EA5EHY,20140728,,Spain
1820,K3JAE,20140731,,TN
1821,G8SGB,20140731,,UK
1822,N8WBV,20140801,,OH
1823,AH6AX,20140801,,MD
1824,KX5U,20140804,,FL
1825,AE8AM,20140807,,OH
1826,A41OO,20140808,,Oman
1827,KC0YOE,20140808,,NE
1828,N4SVC,20140810,,FL
1829,N9BC,20140810,,WI
1830,K3YBN,20140810,,MD
1831,K0TAZ,20140811,,KS
1832,AD0TA,20140813,,CO
1833,W3FFZ,20140813,,PA
1834,K7GAN,20140814,,WA
1835,M6TET,20140814,,UK
1836,VA3ZDX,20140815,,Canada
1837,AE7WI,20140816,,AZ
1838,KD0MQO,20140816,,MO
1839,IU2BWQ,20140817,,Italy
1840,W1FDR,20140817,,MA
1841,KA9QKD,20140818,,WI
1842,N9VMO,20140822,,IN
1843,N4RRR,20140822,,FL
1844,NP2G,20140824,,PA
1845,KD2DLL,20140824,,NY
1846,OK1MLX,20140830,,Czech Republic
1847,W9OV,20140831,,FL
1848,BA1PK,20140901,,China
1849,K7ER,20140901,,NV
1850,K7DF,20140902,,AZ
1851,IU0CXV,20140902,,Italy
1852,W5GSM,20140902,,TX
1853,OM4MO,20140903,,Slovak Republic
1854,S56UVB,20140904,,Slovenia
1855,WA2HQL,20140905,,NC
1856,KE4BFI,20140907,,TN
1857,M3OVA,20140907,,England
1858,OK1VKK,20140909,,Czech Republic
1859,F1UMO,20140909,,France
1860,K4BLL,20140910,,GA
1861,IW1PPB,20140911,,Italy
1862,AC1AX,20140914,,NH
1863,W1ALK,20140914,,VT
1864,WX4TW,20140917,,NC
1865,W9MDB,20140919,,IL
1866,KD2FRX,20140920,,NY
1867,KA0EGE,20140921,,MO
1868,G0OJG,20140922,,England
1869,W3IY,20140922,,PA
1870,2E0GBK,20140924,,England
1871,OK1LTV,20140926,,Czech Republic
1872,N4DLT,20140929,,NC
1873,N9SEO,20141005,,TX
1874,VE9JMG,20141005,,New Brunswick Canada
1875,KG7NJQ,20141005,,AL
1876,CT1EJB,20141007,,Portugal
1877,AI8F,20141005,,GA
1878,WY7MM,20141013,,WY
1879,AK4YW,20141013,,GA
1880,K3TCU,20141013,,PA
1881,VE7BGD,20141017,,Canada
1882,KK4EYX,20141017,,FL
1883,KB3UET,20141019,,MD
1884,W8TOM,20141022,,MI
1885,KI6TYH,20141022,,CA
1886,M0SAS,20141026,,England
1887,HA1EM,20141026,,Hungary
1888,N5YT,20141027,,MS
1889,KD0WLB,20141027,,WI
1890,KD8UEG,20141030,,WV
1891,G1PCR,20141031,,England
1892,WA0WHE,20141102,,MN
1893,N7EH,20141102,,AZ
1894,KK4RXU,20141108,,TN
1895,HA0NGT,20141109,,Hungary
1896,N1AB,20141110,,CA
1897,NX6D,20141113,,CA
1898,KX4WB,20141114,,TN
1899,KF1P,20141115,,SC
1900,K5SLE,20141115,,OR
1901,KJ7DLL,20141116,,AZ
1902,KC4SAW,20141116,,TN
1903,KG7DRN,20141121,,ID
1904,AF7BN,20141121,,ID
1905,W0JH,20141122,,MN
1906,K4QZF,20141123,,TN
1907,K0ZKK,20141129,,MN
1908,K3BDQ,20141129,,PA
1909,AD4RE,20141129,,FL
1910,AE7ID,20141130,,ID
1911,K4NES,20141205,,FL
1912,KR0ES,20141208,,IA
1913,WB4BAX,20141212,,VA
1914,EW8AX,20141213,,Belarus
1915,KM4BPE,20141215,,FL
1916,N9UOM,20141217,,WI
1917,KT4EP,20141219,,TN
1918,AF7VT,20141219,,WA
1919,KI3T,20141221,,PA
1920,W8RID,20141224,,OH
1921,KK5ZY,20141226,,LA
1922,N7KFD,20141227,,UT
1923,LU4DPL,20141228,,Argentina
1924,WD9GCO,20141230,,IN
1925,AJ7G,20141231,,FL
1926,W6GRH,20141231,,CA
1927,N5NX,20150101,,TX
1928,SP9MDY,20150101,,Poland
1929,KR4UA,20150102,,GA
1930,K4WNY,20150102,,TN
1931,KJ6WKH,20150103,,TX
1932,WR3T,20150103,,MD
1933,KC7RG,20150104,,WA
1934,KF6HI,20150104,,AZ
1935,VA2MFJ,20150104,,Canada
1936,N0MEU,20150104,,CO
1937,N3FMO,20150105,,PA
1938,PD9A,20150105,,Netherlands
1939,N9SOX,20150106,,IL
1940,W8RWK,20150106,,OH
1941,VE3WEJ,20150107,,Canada
1942,W7MIN,20150108,,AZ
1943,YL3GBC,20150108,,Latvia
1944,N2IIE,20150108,,NJ
1945,YL73EPC,20150109,,Latvia
1946,KC9LOX,20150109,,WI
1947,F4GYM,20150110,,France
1948,WU2M,20150110,,NY
1949,W5FKW,20150111,,TX
1950,ON4VT,20150115,,Belgium
1951,K0GC,20150115,,MO
1952,N7AME,20150115,,WA
1953,KN4XJ,20150118,,VA
1954,PY3JFS,20150118,,Brazil
1955,KG7HAX,20150118,,WA
1956,KM4AF,20150118,,SC
1957,KE4QCM,20150120,,GA
1958,SV8LMQ,20150124,,Greece
1959,K9HW,20150124,,MN
1960,KM4FO,20150126,,KY
1961,KB5UKT,20150126,,KS
1962,NV4C,20150126,,GA
1963,7L4VYK,20150127,,Japan
1964,NN4E,20150201,,TN
1965,M0NMC,20150512,,England
1966,KB9TVR,20150201,,IL
1967,CE2EC,20150202,,Chile
1968,PD1AW,20150202,,Netherlands
1969,VY1MAB,20150203,,Canada
1970,KK9M,20150204,,IL
1971,KC4OR,20150204,,AL
1972,KN9TVE,20150204,,IL
1974,K3MAW,20150205,,MD
1976,DG8KAD,20150208,,Germany
1977,K3LRH,20150209,,DE
1978,G1PIE,20150209,,England
1979,N4TTN,20150209,,NC
1980,KJ4FSU,20150209,,GA
1981,M3OPG,20150212,,England
1982,VA1CM,20150213,,Canada
1983,G7AFM,20150222,,England
1984,SP9KJU,20150223,,Poland
1985,KG5RJ,20150223,,TX
1986,N9TKF,20150224,,IN
1987,LB8QG,20150225,,Norway
1988,F4DZF,20150304,,France
1989,AG4ZL,20150228,,NC
1990,WA4OMR,20150309,,VA
1991,W9OCC,20150309,,IL
1992,F1ABE,20150310,,France
1993,PD0HLA,20150310,,Netherlands
1994,N4NDR,20150311,,FL
1995,KK6FVP,20150313,,CA
1996,NJ8G,20150314,,AZ
1997,KG5CUK,20150314,,NM
1998,VE3LFA,20150315,,Canada
1999,WA5RZJ,20150315,,OK
2000,K1CME,20150315,,NH
2001,N5DS,20150315,,MS
2002,W6PZA,20150315,,OR
2003,NV9S,20150315,,IL
2004,NT6K,20150315,,CA
2005,KF1BUZ,20150315,,NV
2006,N8OFP,20150315,,OH
2007,K9DEB,20150315,,IL
2008,K6YEK,20150315,,CA
2009,KD5WY,20150316,,AR
2010,KA1YQC,20150316,,MA
2011,DK5UR,20150318,,Germany
2012,KG5FCM,20150320,,La.
2013,W3DP,20150321,,PA
2014,W0QU,20150321,,MO
2015,AC0ZF,20150325,,KS
2016,K2RAH,20150326,,NY
2017,W7RTL,20150331,,AZ
2018,KB0EOR,20150401,,IA
2019,R1BAO,20150401,,Russia
2020,OH3GTL,20150403,,Finland
2021,HZ1SK,20150403,,Saudi Arabia
2022,WA6I,20150403,,CA
2023,WD2AKM,20150404,,NY
2024,W0JRJ,20150409,,MD
2025,EB4GRT,20150416,,Spain
2026,UR5ZVY,20150416,,Ukraine
2027,LU2DRS,20150419,20171127,Argentina
2028,PU2LJH,20150425,,Brazil
2029,IU1DSU,20150425,,Italy
2030,EA3GCT,20150429,,Spain
2031,N4JPG,20150501,,NC
2032,KE8AJF,20150501,,WV
2033,PY1WX,20150502,,Brazil
2034,KB6IGK,20150503,,TX
2035,KK4ZVD,20150504,,VA
2036,IZ4WLD,20150508,,Italy
2037,N2CJN,20150516,,CA
2038,AG4RR,20150522,,KY
2039,KE4GUQ,20150522,,CO
2040,NP3IR,20150522,,PR
2041,N5LCP,20150522,,LA.
2042,W2WCC,20150522,,NJ
2043,N6RDR,20150522,,CA
2044,VE2KBS,20150522,,Canada
2045,AK3GR,20150522,,AZ
2046,WP4OFO,20150522,,PR
2047,KD6FEC,20150522,,MA
2048,KF5SLK,20150522,,TX
2049,N7PVA,20150522,,AZ
2050,N1MDX,20150523,,MA
2051,WB9VKZ,20150523,,IL
2052,W4CAN,20150523,,SC
2053,AF4RK,20150523,,FL
2054,WD8KNC,20150523,,OH
2055,W4BDA,20150523,,TN
2056,VE7BH,20150523,,Canada
2057,AD5MQ,20150523,,CO
2058,K7REL,20150523,,CA
2059,KJ4HTY,20150523,,VA
2060,W3QT,20150523,,PA
2061,KW3F,20150523,,PA
2062,W6INO,20150523,,CA
2063,K8CMO,20150523,,OH
2064,W5RSC,20150523,,FL
2065,K1FDP,20150524,,NH
2066,AG1A,20150524,,MA
2067,AE4S,20150524,,FL
2068,AD7ZJ,20150524,,AZ
2069,KP4KD,20150524,,FL
2070,K0YL,20150524,,ND
2071,K9IA,20150524,,FL
2072,K5QPO,20150526,,TN
2073,NP3DM,20150526,,PR
2074,KF7KWV,20150527,,WA
2075,W4JOV,20150527,,AL
2076,VA3MWL,20150527,,Canada
2077,W0QFW,20150530,,MO
2078,ON4RK,20150531,,Belgium
2079,SM0LPO,20150601,,Sweden
2080,KF5KEL,20150602,,LA
2081,YO6FPW,20150603,,Romania
2082,HS7WMU,20150605,,Thailand
2083,LU1BJW,20150605,,Argentina
2084,N8LFK,20150605,,OH
2085,WA4STO,20150607,,NE
2086,W8PAW,20150612,,TN
2087,WA5UFO,20150615,,TX
2088,W6AER,20150617,,CA
2089,W3FGD,20150621,,MD
2090,N3IPN,20150623,,MD
2091,N7DK,20150625,,AZ
2092,KM4LBC,20150630,,NC
2093,PA3CQF,20150704,,Netherlands
2094,AL7JK,20150704,,AK
2095,WD0K,20150707,,MN
2096,YC8QT,20150709,,Indonesia
2097,SV1EDY,20150713,,Greece
2098,AJ5W,20150715,,OK
2099,YB6DE,20150716,,Indonesia
2100,WL7CG,20150717,,AK
2101,KB3IPY,20150721,,PA
2102,KD4JS,20150721,,FL
2103,KF4FK,20150801,,FL
2104,N4MAR,20150801,,GA
2105,W8BI,20150805,,OH
2106,KB8UEY,20150805,,OH
2107,K0AAJ,20150805,,MS
2108,I3PVE,20150805,,Italy
2109,N0BAD,20150807,,MN
2110,AJ3DI,20150808,,PA
2111,IZ8GUH,20150816,,Italy
2112,ON4CGW,20150817,,Belgium
2113,KR3A,20150820,,MD
2114,M0LMR,20150820,,England
2115,KC5OUR,20150822,,NM
2116,KJ6WWM,20150822,,CA
2117,YV1GIY,20150824,,Venezuela
2118,2E0HPI,20150825,,England
2119,W1NU,20150828,,MA
2120,WB6RLC,20150905,,CA
2121,W5PTT,20150908,,OK
2122,KD2FPP,20150910,,NY
2123,UR5SAU,20150911,,Ukraine
2124,UR5LY,20150914,,Ukraine
2125,VE1AUZ,20150914,,Canada
2126,KW8X,20150916,,WV
2127,KB8BIP,20150921,,WV
2128,ZS6ZA,20150922,,South Africa
2129,VK3ASC,20150926,,Austrailia
2130,WB7TLK,20151004,,WA
2131,YB2VMC,20151004,,Indonesia
2132,N8TUT,20151011,,MN
2133,M0HYE,20151017,,England
2134,N3MLB,20151019,,PA
2135,M0FOX,20151021,,England
2136,N8RO,20151104,,TX
2137,W6LVP,20151108,,CA
2138,KC9UL,20151111,,IL
2139,N4UQM,20151113,,SC
2140,WD0CNZ,20151113,,MO
2141,K0MCI,20151114,,MO
2142,R7DA,20151114,,Russia
2143,PY1GB,20151116,,Brazil
2144,UA0L,20151118,,Russia
2145,G0MUC,20151119,,England
2146,VE5AAA,20151126,,Saskatchewan
2147,F5NMK,20151128,,France
2148,OK2WMC,20151130,,Czech Republic
2149,MI0ULK,20151201,,N. Ireland
2150,N4KPJ,20151201,,FL
2151,WD9GYM,20151130,,IL
2152,KK6NTL,20151129,,CA
2153,WA6ES,20151129,,CA
2154,WA8LPI,20151202,,MI
2155,K8AET,20151205,,OH
2156,ON3CQ,20151206,,Belgium
2157,WN8QGV,20151209,,MI
2158,NA6AF,20151210,,AZ
2159,VE2OCH,20151210,,Canada
2160,AA4BG,20151210,,OK
2161,EA7AJP,20151210,,Spain
2162,9A0W,20151211,,Croacia
2163,N6CEK,20151212,,CA
2164,PA3BMC,20151216,20170501,Netherlands
2165,KL7QW,20151216,,MO
2166,KD8NV,20151217,,MI
2167,IT9FZX,20151219,,Italy
2168,W3BRK,20151220,,MD
2169,KF7WQP,20151227,,OR
2170,PA3GUW,20151226,,Netherlands
2171,KI4IOV,20151225,,NC
2172,KD3PC,20151225,,VA
2173,W1HS,20151224,,NH
2174,KC9IRL,20151223,,IL
2175,ON6PJ,20151230,,Belgium
2176,KK5ID,20151231,,TX
2177,IZ3XNJ,20151231,,Italy
2178,KD9BGY,20160101,,IN
2179,K9JFB,20160101,,RI
2180,N1DRS,20160101,,MA
2181,N8BB,20160102,,Mi
2182,KW7M,20160101,,CA
2183,KE0GAO,20160102,,MO
2184,VE9ZZ,20160102,,Canada
2185,N2MKT,20160102,,NY
2186,JR1AQN,20160102,,NY
2187,W4NQP,20160102,,FL
2188,AE4GS,20160102,,Florida
2189,KM4MK,20160102,,GA
2190,W4TTZ,20160103,,FL
2191,KN5G,20160103,,TX
2192,KC5GTS,20160103,,PA
2193,KC1SA,20160104,,CT
2194,NN8W,20160104,,WV
2195,K3JZD,20160104,,PA
2196,KC1DVT,20160105,,MA
2197,KD4AMP,20160105,,FL
2198,KA9VRX,20160105,,IN
2199,WR0N,20160110,,WV
2200,SV1JRS,20160111,,Greece
2201,KE0ABA,20160112,,FL
2202,RA9CUU,20160112,,Sverdlovskaya obl. Russia
2203,W7PFB,20160113,,WA
2204,VE2MLS,20160115,,Quebec
2205,UA0AV,20160117,,Russia
2206,N4CAX,20160118,20180927,GA
2207,W0TMW,20160118,,Missouri
2208,YL3ID,20160119,,Latvia
2209,WG1M,20160120,,MA
2210,KC9UJS,20160121,,IL
2211,AI6DO,20160122,,CA
2212,F1DSZ,20160125,,france
2213,KD2HEK,20160127,,NY
2214,N7LUF,20160128,,WA
2215,G6PCU,20160128,,England
2216,KC3EOV,20160130,,DE
2217,VA3ENF,20160131,,Ontario Canada
2219,N8FL,20160201,,Wv
2220,RZ4AZ,20160201,,Russia
2221,KU4A,20160204,,KY
2222,K6RIG,20160205,,CA
2223,WW6Q,20160205,,IN
2224,WE4N,20160206,,LA
2225,OP4A,20160207,,BELGIUM
2226,W4YES,20160208,,AL
2227,LU1HVK,20160209,,Cordoba
2228,LU1ECO,20160209,,Buenos Aires
2229,7X3WPL,20160209,,Algeria
2230,PU2LSB,20160209,,SP BRAZIL
2231,WY9U,20160210,,TX
2232,KA8G,20160210,,OH
2233,W9KHP,20160211,,IN
2234,OK1VK,20160212,,Czech Republic
2235,W3UAV,20160211,,PA
2236,OM8CD,20160212,,Slovak Republic
2237,W1JTS,20160213,,AZ
2238,KJ4IXG,20160213,,TN
2239,NB8F,20160213,,MI
2240,K5CBS,20160213,,MI
2241,N5SLY,20160214,,TX
2242,W9MNM,20160215,,IN
2243,AD5FK,20160216,,LA
2244,VA3PCJ,20160218,,Ontario, Canada
2245,KC8TVW,20160220,,OH
2246,NG2Q,20160220,,AZ
2247,WD0EDO,20160222,,NE
2248,W4RTT,20160224,,KY
2249,KO0TER,20160223,,MO
2250,W6DLF,20160227,,CA
2251,N5ME,20160228,,AL
2252,RN3Z,20160229,,RUSSIA
2253,N9MXQ,20160229,,IL
2254,K6CZH,20160302,,NV
2255,WB4OMM,20160302,,FL
2256,AA2S,20160305,,MA
2257,NR5Z,20160305,,TX
2258,M3NMQ,20160306,,Cambridgeshire
2259,WR0H,20160306,,MO
2260,K4RJD,20160309,,GA
2261,2E0DKH,20160309,,Essex
2262,K1YPP,20160314,,FL
2263,LW1DXH,20160315,,ARGENTINA
2264,IU0GJB,20160318,,Italy
2265,KC0TRK,20160318,,CO
2266,K4LAW,20160320,,FL
2267,WJ4HCP,20160319,,Tennessee
2268,W2XYZ,20160319,,FL
2269,W2WQU,20160320,,NY
2270,W5TZX,20160320,,LA
2271,K4RML,20160320,,AL
2272,PD2ATG,20160320,,Zuid-Holland
2273,K7ADD,20160320,,WA
2274,KA2GQQ,20160320,,NJ
2275,KD5OSN,20160320,,NC
2276,W4GOK,20160320,,AL
2277,N4ACK,20160320,,VA
2278,K8TRL,20160320,,OH
2279,VE4RK,20160320,,MB. Canada
2280,W3JCB,20160321,,PA
2281,EI4GZB,20160321,,IRELAND-
2283,KG1GEM,20160323,,TX
2284,W8YIH,20160323,,OH
2285,KI4EEY,20160323,,AL
2286,WX4SNO,20160323,,VA
2287,WA3FRQ,20160323,,PA
2288,KM4PDM,20160326,,KY
2289,KC4SIT,20160330,20190717,NC
2290,AB4GR,20160330,,GA
2291,W3TW,20160402,,NY
2292,VU2DED,20160405,,INDIA
2293,WA2ZFO,20160405,,NJ
2294,3Z9K,20160406,,POLAND
2295,W1ARY,20160406,,CT
2296,WF9M,20160407,,LA
2297,VU2IBI,20160408,,KARNATAKA
2298,VA2MO,20160409,,quebec, canada
2299,KQ9P,20160409,,VA
2300,N7LVS,20160409,,OR
2301,VA3FLF,20160409,,NC
2302,N7MJS,20160409,,WA
2303,N4JRP,20160410,,SC
2304,PY3TO,20160410,,RS
2305,K5SSL,20160411,,AZ
2306,KE7AV,20160411,,WA
2307,KA8WMF,20160414,,OH
2308,KD0MOA,20160417,,TX
2309,K9QJS,20160417,,WA
2310,WB2YJS,20160418,,NC
2311,AK4CJ,20160423,,VA
2312,KM4SLW,20160424,,GA
2313,W9BQO,20160428,,IL
2314,AK7DB,20160429,,NV
2315,N4BUA,20160501,,FL
2316,KM4TFM,20160506,,FL
2317,K5SPJ,20160508,,VA
2318,KW4CR,20160511,,SD
2319,SV9RGI,20160515,,Greece
2320,YV5OIE,20160517,,Venezuela
2321,KM4PJJ,20160517,,GA
2322,A65DF,20160520,,U.A.E
2323,R7KKO,20160521,,Russian Federation
2324,VE2UGO,20160521,,Quebec
2325,EA4TD,20160524,,Madrid
2326,KA1AL,20160526,,CT
2327,KD8UWF,20160526,,WV
2328,WB8YXF,20160526,,VA
2329,N7CGD,20160527,,OR
2330,N5UGA,20160527,,AR
2331,N2EIM,20160527,,NJ
2332,VE5RC,20160527,20160617,Saskatchewan
2333,K7AAO,20160527,,UT
2334,N1GB,20160527,,VT
2335,N7TNG,20160528,,WA
2336,W8LMG,20160528,,WV
2337,VO1IRA,20160528,,Canada
2338,AD0QI,20160528,,KS
2339,KS0E,20160528,,CO
2340,N8CFM,20160528,,MI
2341,W4YPW,20160528,,OH
2342,W0AP,20160528,,ND
2343,AE6MO,20160528,,CA
2344,KP4DQC,20160528,,PR
2345,KZ7ZUL,20160528,,UT
2346,N0LLH,20160528,,KS
2347,K4ARE,20160528,,NC
2348,KG4OPX,20160529,,NC
2349,AK5CT,20160529,,MI
2350,KB8LFA,20160529,,OH
2351,W9FTV,20160529,,MO
2352,KB2GCG,20160529,,DE
2353,KC1AJT,20160529,,MA
2354,PD1SA,20160529,,Noord-Brabant
2355,KZ9V,20160530,,WI
2356,EI8EJB,20160530,,Ireland
2357,WA5P,20160530,,TX
2358,AJ2G,20160530,,NH
2359,WD9EQD,20160531,,NJ
2360,PY2EMI,20160601,,Brazil
2361,N8MAS,20160601,,Oh
2362,KC0TJK,20160602,,MO
2363,VE9FX,20160605,20170727,NB Canada
2364,SP6DRT,20160605,,Poland
2365,ON6SAT,20160605,,Belguim
2366,KB1HNZ,20160605,,ME
2367,ZF1DM,20160606,,Grand Cayman
